,id,Measurement
2486,,
2490,in[0],-66.75
2491,in[1],-63.75
2492,in[2],-66.00
2493,,
2497,in[0],-66.75
2498,in[1],-64.25
2499,in[2],-65.75
2500,,
2504,in[0],-66.75
2505,in[1],-61.25
2506,in[2],-65.75
2507,,
2511,in[0],-67.00
2512,in[1],-61.25
2513,in[2],-65.25
2514,,
2518,in[0],-67.25
2519,in[1],-61.25
2520,in[2],-65.75
2521,,
2525,in[0],-67.25
2526,in[1],-58.75
2527,in[2],-65.75
2528,,
2532,in[0],-67.25
2533,in[1],-59.50
2534,in[2],-67.25
2535,,
2539,in[0],-67.25
2540,in[1],-59.50
2541,in[2],-67.25
2542,,
2546,in[0],-67.25
2547,in[1],-59.50
2548,in[2],-67.25
2549,,
2553,in[0],-67.25
2554,in[1],-59.50
2555,in[2],-67.50
2556,,
2560,in[0],-67.25
2561,in[1],-59.50
2562,in[2],-68.25
2563,,
2567,in[0],-67.25
2568,in[1],-59.50
2569,in[2],-67.25
2570,,
2574,in[0],-67.25
2575,in[1],-59.50
2576,in[2],-67.25
2577,,
2581,in[0],-67.50
2582,in[1],-61.00
2583,in[2],-66.75
2584,,
2588,in[0],-66.75
2589,in[1],-58.50
2590,in[2],-66.75
2591,,
2595,in[0],-67.00
2596,in[1],-60.25
2597,in[2],-67.00
2598,,
2602,in[0],-67.00
2603,in[1],-58.75
2604,in[2],-67.00
2605,,
2609,in[0],-66.50
2610,in[1],-60.50
2611,in[2],-65.00
2612,,
2616,in[0],-66.50
2617,in[1],-60.25
2618,in[2],-66.25
2619,,
2623,in[0],-65.75
2624,in[1],-60.25
2625,in[2],-66.25
2626,,
2630,in[0],-65.75
2631,in[1],-61.50
2632,in[2],-66.75
2633,,
2637,in[0],-65.75
2638,in[1],-61.50
2639,in[2],-66.00
2640,,
2644,in[0],-65.75
2645,in[1],-64.50
2646,in[2],-67.00
2647,,
2651,in[0],-65.75
2652,in[1],-63.00
2653,in[2],-66.25
2654,,
2658,in[0],-67.25
2659,in[1],-63.00
2660,in[2],-66.25
2661,,
2665,in[0],-67.25
2666,in[1],-63.00
2667,in[2],-66.25
2668,,
2672,in[0],-67.50
2673,in[1],-63.00
2674,in[2],-65.00
2675,,
2679,in[0],-67.75
2680,in[1],-63.00
2681,in[2],-65.00
2682,,
2686,in[0],-67.50
2687,in[1],-63.00
2688,in[2],-66.75
2689,,
2693,in[0],-66.00
2694,in[1],-63.00
2695,in[2],-66.75
2696,,
2700,in[0],-66.00
2701,in[1],-63.00
2702,in[2],-66.75
2703,,
2707,in[0],-64.50
2708,in[1],-61.50
2709,in[2],-66.75
2710,,
2714,in[0],-64.50
2715,in[1],-61.50
2716,in[2],-66.25
2717,,
2721,in[0],-64.50
2722,in[1],-61.50
2723,in[2],-67.00
2724,,
2728,in[0],-66.00
2729,in[1],-61.50
2730,in[2],-66.50
2731,,
2735,in[0],-66.00
2736,in[1],-61.50
2737,in[2],-65.25
2738,,
2742,in[0],-66.25
2743,in[1],-61.50
2744,in[2],-65.25
2745,,
2749,in[0],-66.25
2750,in[1],-61.50
2751,in[2],-65.75
2752,,
2756,in[0],-66.00
2757,in[1],-60.25
2758,in[2],-66.75
2759,,
2763,in[0],-66.00
2764,in[1],-60.25
2765,in[2],-66.75
2766,,
2770,in[0],-66.00
2771,in[1],-60.75
2772,in[2],-66.75
2773,,
2777,in[0],-66.75
2778,in[1],-60.75
2779,in[2],-66.75
2780,,
2784,in[0],-66.75
2785,in[1],-62.50
2786,in[2],-68.25
2787,,
2791,in[0],-66.25
2792,in[1],-62.50
2793,in[2],-67.25
2794,,
2798,in[0],-66.25
2799,in[1],-64.25
2800,in[2],-67.25
2801,,
2805,in[0],-67.25
2806,in[1],-60.75
2807,in[2],-65.75
2808,,
2812,in[0],-67.25
2813,in[1],-60.75
2814,in[2],-65.75
2815,,
2819,in[0],-66.50
2820,in[1],-60.75
2821,in[2],-66.25
2822,,
2826,in[0],-66.50
2827,in[1],-58.50
2828,in[2],-66.25
2829,,
2833,in[0],-65.50
2834,in[1],-60.25
2835,in[2],-66.25
2836,,
