,id,Measurement
4872,in[2],-76.00
4873,,
4877,in[0],-78.75
4878,in[1],-68.75
4879,in[2],-76.00
4880,,
4884,in[0],-77.00
4885,in[1],-67.25
4886,in[2],-76.00
4887,,
4891,in[0],-72.75
4892,in[1],-67.25
4893,in[2],-76.00
4894,,
4898,in[0],-73.00
4899,in[1],-67.25
4900,in[2],-72.00
4901,,
4905,in[0],-73.00
4906,in[1],-69.00
4907,in[2],-72.00
4908,,
4912,in[0],-73.00
4913,in[1],-69.00
4914,in[2],-72.00
4915,,
4919,in[0],-76.00
4920,in[1],-69.25
4921,in[2],-72.00
4922,,
4926,in[0],-76.00
4927,in[1],-69.25
4928,in[2],-72.00
4929,,
4933,in[0],-76.00
4934,in[1],-69.25
4935,in[2],-72.00
4936,,
4940,in[0],-78.00
4941,in[1],-70.00
4942,in[2],-72.00
4943,,
